,Unnamed: 0,air_pressure,moisture_percentage,rain_intensity,snow_depth,deg,visibility,wind_speed,MONTH,DAY,time,datetime
0,0,1007.45,89.1,0.0349999999999999,10.5,0.9099831186245868,20304.0,5.4175,1,1,00:00,1_1_00:00
1,1,1007.38,88.75,0.0449999999999999,10.5,0.7125654901585172,21081.5,5.569999999999999,1,1,00:15,1_1_00:15
2,2,1007.25,89.1,0.0466666666666666,10.4,0.6826478616924477,20746.0,5.76,1,1,00:30,1_1_00:30
3,3,1007.135,89.25,0.0574999999999999,10.4,0.632730233226378,20086.0,5.755000000000001,1,1,00:45,1_1_00:45
4,4,1007.03,89.1,0.0683333333333333,10.4,0.5928126047603085,20918.0,5.69,1,1,01:00,1_1_01:00
5,5,1006.875,89.4,0.0716666666666666,10.4,0.5628949762942387,21522.0,5.75,1,1,01:15,1_1_01:15
6,6,1006.79,89.6,0.0533333333333333,10.4,0.6129773478281692,21707.0,5.83,1,1,01:30,1_1_01:30
7,7,1006.695,89.6,0.0283333333333333,10.35,0.5530597193620996,21876.0,5.680000000000001,1,1,01:45,1_1_01:45
8,8,1006.54,90.1,0.0466666666666666,10.4,0.6031420908960299,20700.0,5.75,1,1,02:00,1_1_02:00
9,9,1006.425,90.35,0.0524999999999999,10.35,0.6032244624299603,20683.5,5.470000000000001,1,1,02:15,1_1_02:15
10,10,1006.31,90.6,0.0549999999999999,10.3,0.6333068339638906,20639.0,5.4,1,1,02:30,1_1_02:30
11,11,1006.185,90.45,0.0324999999999999,10.2,0.608389205497821,20343.5,5.275,1,1,02:45,1_1_02:45
12,12,1006.07,90.4,0.0266666666666666,10.2,0.5934715770317514,19774.0,5.55,1,1,03:00,1_1_03:00
13,13,1005.91,90.35,0.0358333333333333,10.3,0.6635539485656816,20948.0,5.685,1,1,03:15,1_1_03:15
14,14,1005.81,90.2,0.035,10.3,0.653636320099612,21958.0,5.7,1,1,03:30,1_1_03:30
15,15,1005.7,90.3,0.0474999999999999,10.25,0.6437186916335425,22815.0,5.46,1,1,03:45,1_1_03:45
16,16,1005.62,90.4,0.0566666666666666,10.2,0.6338010631674729,22489.0,5.35,1,1,04:00,1_1_04:00
17,17,1005.5,90.65,0.0449999999999999,10.2,0.6088834347014033,23202.5,5.44,1,1,04:15,1_1_04:15
18,18,1005.44,90.6,0.0333333333333333,10.1,0.5239658062353336,23107.0,5.34,1,1,04:30,1_1_04:30
19,19,1005.305,91.05,0.0341666666666666,10.3,0.5640481777692641,23740.5,5.42,1,1,04:45,1_1_04:45
20,20,1005.22,90.9,0.0283333333333333,10.3,0.5241305493031942,22697.0,5.71,1,1,05:00,1_1_05:00
21,21,1005.125,91.0,0.0333333333333333,10.2,0.5792129208371247,22878.5,5.615,1,1,05:15,1_1_05:15
22,22,1005.0,91.0,0.0433333333333333,10.2,0.5642952923710551,22868.0,5.44,1,1,05:30,1_1_05:30
23,23,1004.955,91.35,0.0241666666666666,10.2,0.5643776639049856,22152.0,5.3,1,1,05:45,1_1_05:45
24,24,1005.01,91.1,0.0166666666666666,10.2,0.5344600354389157,22647.0,5.45,1,1,06:00,1_1_06:00
25,25,1004.96,91.0,0.0174999999999999,10.25,0.4995424069728461,22579.5,5.4,1,1,06:15,1_1_06:15
26,26,1004.96,91.1,0.0116666666666666,10.1,0.4446247785067765,21906.0,5.29,1,1,06:30,1_1_06:30
27,27,1004.92,91.1,0.0316666666666666,10.2,0.4247071500407069,21007.5,5.115,1,1,06:45,1_1_06:45
28,28,1004.9,91.5,0.0433333333333333,10.2,0.4247895215746372,19216.0,4.96,1,1,07:00,1_1_07:00
29,29,1004.865,91.4,0.0366666666666666,10.2,0.4698718931085675,19516.5,5.1450000000000005,1,1,07:15,1_1_07:15
30,30,1004.81,91.0,0.0399999999999999,10.3,0.4149542646424979,18548.0,5.23,1,1,07:30,1_1_07:30
31,31,1004.79,91.3,0.0316666666666666,10.25,0.3600366361764284,19977.0,5.175,1,1,07:45,1_1_07:45
32,32,1004.79,91.3,0.0349999999999999,10.3,0.3251190077103586,18142.0,5.15,1,1,08:00,1_1_08:00
33,33,1004.735,91.7,0.0324999999999999,10.3,0.3202013792442891,17091.0,5.29,1,1,08:15,1_1_08:15
34,34,1004.71,91.6,0.0149999999999999,10.1,0.3952837507782193,16528.0,5.109999999999999,1,1,08:30,1_1_08:30
35,35,1004.785,91.25,0.0174999999999999,10.05,0.36036612231215,16564.5,5.235,1,1,08:45,1_1_08:45
36,36,1004.79,90.9,0.0299999999999999,10.0,0.3754484938460802,16631.0,5.41,1,1,09:00,1_1_09:00
37,37,1004.7,91.15,0.0449999999999999,10.1,0.3755308653800105,16872.0,5.525,1,1,09:15,1_1_09:15
38,38,1004.64,90.5,0.0216666666666666,10.1,0.3956132369139408,18314.0,5.45,1,1,09:30,1_1_09:30
39,39,1004.53,90.55,0.0433333333333333,10.1,0.4356956084478713,18172.0,5.305,1,1,09:45,1_1_09:45
40,40,1004.4,90.4,0.0249999999999999,10.1,0.4557779799818017,17277.0,5.11,1,1,10:00,1_1_10:00
41,41,1004.355,90.2,0.0241666666666666,10.1,0.3908603515157322,16213.0,5.1,1,1,10:15,1_1_10:15
42,42,1004.28,90.2,0.0166666666666666,9.9,0.3659427230496624,17331.0,5.390000000000001,1,1,10:30,1_1_10:30
43,43,1004.24,89.95,0.0158333333333333,9.85,0.3410250945835927,19459.5,5.275,1,1,10:45,1_1_10:45
44,44,1004.17,89.5,0.01,9.9,0.3661074661175231,18814.0,5.7700000000000005,1,1,11:00,1_1_11:00
45,45,1004.21,89.15,0.0066666666666666,9.9,0.2811898376514534,23923.5,5.5,1,1,11:15,1_1_11:15
46,46,1004.17,89.0,0.0066666666666666,9.9,0.2562722091853839,24654.0,5.33,1,1,11:30,1_1_11:30
47,47,1004.195,89.2,0.0,9.8,0.1863545807193142,25123.5,5.18,1,1,11:45,1_1_11:45
48,48,1004.2,88.9,0.0066666666666666,9.8,0.1464369522532446,25623.0,5.32,1,1,12:00,1_1_12:00
49,49,1004.165,88.65,0.0025,9.8,0.0815193237871749,25700.5,5.005,1,1,12:15,1_1_12:15
50,50,1004.19,88.5,0.005,9.8,-0.0333983046788947,23753.0,5.16,1,1,12:30,1_1_12:30
51,51,1004.13,88.65,0.0083333333333333,9.8,-0.0183159331449643,25506.5,5.055000000000001,1,1,12:45,1_1_12:45
52,52,1004.13,88.7,0.0033333333333333,9.8,-0.103233561611034,26711.0,5.24,1,1,13:00,1_1_13:00
53,53,1004.19,88.8,0.0066666666666666,9.8,-0.1581511900771036,25877.0,5.029999999999999,1,1,13:15,1_1_13:15
54,54,1004.2,89.0,0.0083333333333333,9.8,-0.1730688185431732,27297.0,4.95,1,1,13:30,1_1_13:30
55,55,1004.22,88.65,0.0058333333333333,9.8,-0.2179864470092428,24923.0,4.985,1,1,13:45,1_1_13:45
56,56,1004.19,88.7,0.0083333333333333,9.8,-0.3029040754753125,20536.0,5.2,1,1,14:00,1_1_14:00
57,57,1004.185,88.8,0.0091666666666666,9.75,-0.3228217039413821,22214.5,5.14,1,1,14:15,1_1_14:15
58,58,1004.2,88.7,0.0,9.7,-0.3627393324074516,22826.0,5.15,1,1,14:30,1_1_14:30
59,59,1004.22,88.8,0.0116666666666666,9.7,-0.3376569608735214,24265.0,5.09,1,1,14:45,1_1_14:45
60,60,1004.28,88.6,0.0116666666666666,9.7,-0.312574589339591,26520.0,5.029999999999999,1,1,15:00,1_1_15:00
61,61,1004.23,88.5,0.005,9.7,-0.3724922178056606,24589.0,5.19,1,1,15:15,1_1_15:15
62,62,1004.18,88.5,0.0116666666666666,9.7,-0.3624098462717303,24297.0,5.29,1,1,15:30,1_1_15:30
63,63,1004.215,88.6,0.0016666666666666,9.65,-0.4073274747378,26275.5,5.05,1,1,15:45,1_1_15:45
64,64,1004.26,88.6,0.0066666666666666,9.7,-0.4822451032038695,23865.0,5.17,1,1,16:00,1_1_16:00
65,65,1004.245,88.9,0.0025,9.65,-0.4521627316699391,23720.5,5.01,1,1,16:15,1_1_16:15
66,66,1004.25,88.9,0.01,9.6,-0.4620803601360087,25737.0,5.025,1,1,16:30,1_1_16:30
67,67,1004.25,89.2,0.0233333333333333,9.6,-0.4269979886020785,25943.5,5.025,1,1,16:45,1_1_16:45
68,68,1004.29,89.3,0.0366666666666666,9.6,-0.401915617068148,24849.0,5.08,1,1,17:00,1_1_17:00
69,69,1004.25,89.1,0.0325,9.6,-0.3818332455342179,27121.5,5.05,1,1,17:15,1_1_17:15
70,70,1004.29,88.9,0.0333333333333333,9.6,-0.4117508740002874,26984.0,4.79,1,1,17:30,1_1_17:30
71,71,1004.32,89.35,0.0191666666666666,9.6,-0.3666685024663569,26399.5,4.6450000000000005,1,1,17:45,1_1_17:45
72,72,1004.34,89.2,0.0183333333333333,9.6,-0.3015861309324265,25322.0,4.83,1,1,18:00,1_1_18:00
73,73,1004.34,88.1,0.0174999999999999,9.5,-0.0515037593984961,26614.5,4.895,1,1,18:15,1_1_18:15
74,74,1004.34,87.5,0.0216666666666666,9.5,-0.0214213878645658,28769.0,4.98,1,1,18:30,1_1_18:30
75,75,1004.405,87.55,0.0216666666666666,9.5,-0.0863390163306355,27128.5,5.215,1,1,18:45,1_1_18:45
76,76,1004.5,88.2,0.0,9.5,-0.1312566447967051,27354.0,4.99,1,1,19:00,1_1_19:00
77,77,1004.54,87.6,0.0091666666666666,9.45,-0.1511742732627748,28123.5,5.045,1,1,19:15,1_1_19:15
78,78,1004.6,87.9,0.0,9.4,-0.2110919017288444,27537.0,4.86,1,1,19:30,1_1_19:30
79,79,1004.67,87.75,0.005,9.35,-0.1810095301949139,28748.5,4.65,1,1,19:45,1_1_19:45
80,80,1004.73,87.9,0.0,9.3,-0.2509271586609835,27876.0,4.67,1,1,20:00,1_1_20:00
81,81,1004.775,87.3,0.0033333333333333,9.3,-0.2108447871270532,28141.0,4.790000000000001,1,1,20:15,1_1_20:15
82,82,1004.79,87.3,0.0,9.3,-0.160762415593123,29696.0,4.73,1,1,20:30,1_1_20:30
83,83,1004.88,87.55,0.0025,9.3,-0.1606800440591926,29620.0,5.013333333333334,1,1,20:45,1_1_20:45
84,84,1004.92,87.8,0.0116666666666666,9.3,-0.2405976725252622,28634.0,4.846666666666667,1,1,21:00,1_1_21:00
85,85,1004.95,88.2,0.0075,9.3,-0.3155153009913317,28938.0,4.87,1,1,21:15,1_1_21:15
86,86,1005.02,88.3,0.0,9.3,-0.3504329294574015,29563.0,4.973333333333334,1,1,21:30,1_1_21:30
87,87,1005.125,88.65,0.0,9.2,-0.385350557923471,29124.5,4.986666666666666,1,1,21:45,1_1_21:45
88,88,1005.08,88.5,0.0,9.2,-0.3902681863895407,28829.0,5.05,1,1,22:00,1_1_22:00
89,89,1005.08,88.75,0.0,9.2,-0.4351858148556104,28811.5,4.785,1,1,22:15,1_1_22:15
90,90,1005.1,88.4,0.0,9.2,-0.4001034433216801,29024.0,4.99,1,1,22:30,1_1_22:30
91,91,1005.15,87.75,0.0,9.2,-0.4650210717877495,29440.0,5.1450000000000005,1,1,22:45,1_1_22:45
92,92,1005.16,87.5,0.0,9.2,-0.4999387002538192,31023.0,5.16,1,1,23:00,1_1_23:00
93,93,1005.28,87.55,0.0,9.2,-0.5048563287198888,32268.5,4.804999999999999,1,1,23:15,1_1_23:15
94,94,1005.28,87.4,0.0,9.2,-0.5597739571859586,31675.0,5.11,1,1,23:30,1_1_23:30
95,95,1005.27,87.7,0.0,9.2,-0.6196915856520281,28603.5,4.92,1,1,23:45,1_1_23:45
96,96,1005.9777777777776,87.33333333333333,0.0,9.666666666666666,-1.1662324601312195,25628.88888888889,5.433333333333334,1,2,00:00,1_2_00:00
97,97,1006.0444444444444,88.05555555555556,0.0027777777777777,9.666666666666666,-1.1883631584268528,25169.444444444445,5.25,1,2,00:15,1_2_00:15
98,98,1006.0666666666668,88.11111111111111,0.0074074074074074,9.666666666666666,-1.1882716345002633,25376.666666666668,5.077777777777778,1,2,00:30,1_2_00:30
99,99,1006.1555555555556,87.83333333333333,0.0046296296296296,9.61111111111111,-1.2104023327958962,27026.666666666668,5.2444444444444445,1,2,00:45,1_2_00:45
100,100,1006.2222222222222,87.77777777777777,0.0055555555555555,9.555555555555555,-1.1880885866470845,26711.11111111111,4.9,1,2,01:00,1_2_01:00
101,101,1006.2833333333332,87.61111111111111,0.0046296296296296,9.555555555555555,-1.1713303960538286,29325.555555555555,5.25,1,2,01:15,1_2_01:15
102,102,1006.3333333333334,87.77777777777777,0.0018518518518518,9.555555555555555,-1.1990166499050172,30531.11111111111,5.177777777777778,1,2,01:30,1_2_01:30
103,103,1006.4055555555556,87.44444444444444,0.0111111111111111,9.555555555555555,-1.1933695704228724,28419.444444444445,5.355555555555556,1,2,01:45,1_2_01:45
104,104,1006.4,87.77777777777777,0.0055555555555555,9.555555555555555,-1.232166935385172,25683.33333333333,5.111111111111111,1,2,02:00,1_2_02:00
105,105,1006.4,87.16666666666667,0.0064814814814814,9.555555555555555,-1.1987420781252494,27305.0,5.6000000000000005,1,2,02:15,1_2_02:15
106,106,1006.4888888888888,87.0,0.0,9.555555555555555,-1.2319838875319933,28237.777777777777,5.7444444444444445,1,2,02:30,1_2_02:30
107,107,1006.55,86.5,0.0064814814814814,9.555555555555555,-1.220781252494293,31278.88888888889,5.505555555555556,1,2,02:45,1_2_02:45
108,108,1006.6555555555556,86.55555555555556,0.0055555555555555,9.555555555555555,-1.2651341730121484,28074.444444444445,5.511111111111111,1,2,03:00,1_2_03:00
109,109,1006.6944444444443,87.11111111111111,0.0157407407407407,9.555555555555555,-1.415042649085559,22976.11111111111,5.722222222222222,1,2,03:15,1_2_03:15
110,110,1006.7666666666668,86.88888888888889,0.0462962962962962,9.555555555555555,-1.4427289029367474,23792.222222222223,5.777777777777778,1,2,03:30,1_2_03:30
111,111,1006.7888888888888,86.27777777777777,0.0249999999999999,9.555555555555555,-1.492637379010158,24488.88888888889,5.699999999999999,1,2,03:45,1_2_03:45
112,112,1006.8777777777776,85.66666666666667,0.0055555555555555,9.444444444444445,-1.4981014106391244,25365.555555555555,6.044444444444444,1,2,04:00,1_2_04:00
113,113,1006.9888888888888,85.66666666666667,0.0,9.333333333333334,-1.5091209978236462,27688.88888888889,5.822222222222222,1,2,04:15,1_2_04:15
114,114,1007.0333333333332,85.55555555555556,0.0,9.333333333333334,-1.5090294738970569,23183.33333333333,5.922222222222222,1,2,04:30,1_2_04:30
115,115,1007.0833333333334,85.22222222222223,0.0,9.333333333333334,-1.5422712833038008,25652.222222222223,5.516666666666667,1,2,04:45,1_2_04:45
116,116,1007.1333333333334,84.77777777777777,0.0092592592592592,9.333333333333334,-1.5421797593772115,27025.555555555555,5.933333333333334,1,2,05:00,1_2_05:00
117,117,1007.2611111111112,85.11111111111111,0.0083333333333333,9.333333333333334,-1.5643104576728446,24959.444444444445,5.972222222222222,1,2,05:15,1_2_05:15
118,118,1007.3222222222222,85.11111111111111,0.0,9.333333333333334,-1.564218933746255,23187.777777777777,5.755555555555556,1,2,05:30,1_2_05:30
119,119,1007.4055555555556,85.77777777777777,0.0064814814814814,9.333333333333334,-1.55857185426411,20639.444444444445,5.694444444444445,1,2,05:45,1_2_05:45
120,120,1007.5111111111112,85.11111111111111,0.0055555555555555,9.333333333333334,-1.5307025525597433,26531.11111111111,5.833333333333333,1,2,06:00,1_2_06:00
121,121,1007.6388888888888,86.0,0.0259259259259259,9.38888888888889,-1.558388806410932,20665.555555555555,5.411111111111111,1,2,06:15,1_2_06:15
122,122,1007.7111111111112,86.55555555555556,0.0296296296296296,9.333333333333334,-1.5860750602621203,23785.555555555555,5.555555555555555,1,2,06:30,1_2_06:30
123,123,1007.8555555555556,86.5,0.0185185185185185,9.444444444444445,-1.6304279807799755,22503.33333333333,5.427777777777777,1,2,06:45,1_2_06:45
124,124,1007.9777777777776,86.66666666666667,0.0277777777777777,9.444444444444445,-1.608114234631164,23557.777777777777,5.455555555555556,1,2,07:00,1_2_07:00
125,125,1008.1055555555556,86.38888888888889,0.0259259259259259,9.444444444444445,-1.630244932926797,25264.444444444445,5.605555555555555,1,2,07:15,1_2_07:15
126,126,1008.2333333333332,85.88888888888889,0.0148148148148148,9.444444444444445,-1.6301534090002074,23337.777777777777,5.511111111111111,1,2,07:30,1_2_07:30
127,127,1008.3777777777776,85.88888888888889,0.0138888888888888,9.38888888888889,-1.6745063295180629,20803.33333333333,5.2333333333333325,1,2,07:45,1_2_07:45
128,128,1008.5111111111112,85.55555555555556,0.0148148148148148,9.333333333333334,-1.6744148055914734,21544.444444444445,5.677777777777778,1,2,08:00,1_2_08:00
129,129,1008.6555555555556,85.44444444444444,0.0046296296296296,9.333333333333334,-1.690989948331551,24571.11111111111,5.733333333333333,1,2,08:15,1_2_08:15
130,130,1008.7666666666668,85.22222222222223,0.0148148148148148,9.333333333333334,-1.685342868849406,22550.0,5.7444444444444445,1,2,08:30,1_2_08:30
131,131,1008.8777777777776,84.55555555555556,0.0027777777777777,9.333333333333334,-1.6741402338117055,25783.33333333333,5.622222222222222,1,2,08:45,1_2_08:45
132,132,1009.0,84.66666666666667,0.0,9.333333333333334,-1.6629375987740052,20317.777777777777,5.677777777777778,1,2,09:00,1_2_09:00
133,133,1009.0555555555557,84.55555555555556,0.0,9.333333333333334,-1.6295127415140829,26546.11111111111,5.449999999999999,1,2,09:15,1_2_09:15
134,134,1009.1333333333334,84.22222222222223,0.0,9.333333333333334,-1.6294212175874931,27748.88888888889,5.655555555555555,1,2,09:30,1_2_09:30
135,135,1009.1944444444443,84.44444444444444,0.0,9.333333333333334,-1.6626630269942373,28488.88888888889,5.655555555555555,1,2,09:45,1_2_09:45
136,136,1009.2333333333332,84.44444444444444,0.0,9.333333333333334,-1.6403492808454254,24105.555555555555,5.644444444444444,1,2,10:00,1_2_10:00
137,137,1009.25,84.61111111111111,0.0,9.333333333333334,-1.6513688680299472,22761.666666666668,5.222222222222222,1,2,10:15,1_2_10:15
138,138,1009.2777777777778,84.44444444444444,0.0,9.333333333333334,-1.6512773441033584,23675.555555555555,5.333333333333333,1,2,10:30,1_2_10:30
139,139,1009.327777777778,84.61111111111111,0.0027777777777777,9.333333333333334,-1.6678524868434357,23990.555555555555,5.411111111111111,1,2,10:45,1_2_10:45
140,140,1009.3555555555556,84.66666666666667,0.0074074074074074,9.333333333333334,-1.6955387406946238,21841.11111111111,5.622222222222223,1,2,11:00,1_2_11:00
141,141,1009.3333333333334,84.94444444444444,0.0046296296296296,9.333333333333334,-1.7176694389902574,21288.33333333333,5.255555555555556,1,2,11:15,1_2_11:15
142,142,1009.3777777777776,85.66666666666667,0.0592592592592592,9.333333333333334,-1.762022359508112,23227.777777777777,4.933333333333334,1,2,11:30,1_2_11:30
143,143,1009.45,85.94444444444444,0.0249999999999999,9.333333333333334,-1.7674863911370784,22576.11111111111,4.800000000000001,1,2,11:45,1_2_11:45
144,144,1009.5111111111112,85.55555555555556,0.0296296296296296,9.333333333333334,-1.7618393116549338,23147.777777777777,5.188888888888889,1,2,12:00,1_2_12:00
145,145,1009.6277777777776,85.94444444444444,0.0351851851851851,9.38888888888889,-1.7728588988394551,22839.444444444445,4.905555555555555,1,2,12:15,1_2_12:15
146,146,1009.6555555555556,85.77777777777777,0.024074074074074,9.444444444444445,-1.772767374912866,22278.88888888889,5.144444444444444,1,2,12:30,1_2_12:30
147,147,1009.7444444444444,85.66666666666667,0.0222222222222222,9.555555555555555,-1.7393425176529431,20787.222222222223,4.888888888888889,1,2,12:45,1_2_12:45
148,148,1009.8333333333334,85.77777777777777,0.0703703703703703,9.555555555555555,-1.7614732159485764,19273.33333333333,5.0777777777777775,1,2,13:00,1_2_13:00
149,149,1009.8777777777776,85.5,0.0342592592592592,9.61111111111111,-1.7947150253553206,22856.666666666668,4.911111111111111,1,2,13:15,1_2_13:15
150,150,1009.8666666666666,85.66666666666667,0.024074074074074,9.666666666666666,-1.8501790569842864,25094.444444444445,4.911111111111111,1,2,13:30,1_2_13:30
151,151,1009.8888888888888,86.05555555555556,0.0518518518518518,9.666666666666666,-1.9334208663910304,23001.11111111111,4.9,1,2,13:45,1_2_13:45
152,152,1009.8888888888888,86.0,0.0203703703703703,9.77777777777778,-1.9277737869088856,23984.444444444445,5.033333333333333,1,2,14:00,1_2_14:00
153,153,1009.9111111111112,85.94444444444444,0.0287037037037037,9.77777777777778,-1.8999044852045184,23688.88888888889,5.227777777777778,1,2,14:15,1_2_14:15
154,154,1009.9555555555556,86.0,0.0407407407407407,9.77777777777778,-1.8720351835001516,23508.88888888889,5.122222222222223,1,2,14:30,1_2_14:30
155,155,1009.95,85.38888888888889,0.0425925925925925,9.77777777777778,-1.844165881795785,23225.0,5.305555555555555,1,2,14:45,1_2_14:45
156,156,1010.0111111111112,84.88888888888889,0.0333333333333333,9.88888888888889,-1.8607410245358624,25437.777777777777,5.477777777777778,1,2,15:00,1_2_15:00
157,157,1010.0722222222222,84.44444444444444,0.0435185185185185,10.0,-1.871760611720384,25049.444444444445,5.8,1,2,15:15,1_2_15:15
158,158,1010.0888888888888,84.44444444444444,0.0277777777777777,10.22222222222222,-1.916113532238239,25457.777777777777,5.677777777777778,1,2,15:30,1_2_15:30
159,159,1010.0666666666668,84.16666666666667,0.0481481481481481,10.22222222222222,-1.9160220083116493,24761.11111111111,5.777777777777778,1,2,15:45,1_2_15:45
160,160,1010.0666666666668,84.22222222222223,0.0203703703703703,10.22222222222222,-1.9492638177183936,27803.33333333333,5.800000000000001,1,2,16:00,1_2_16:00
161,161,1010.1,84.22222222222223,0.0259259259259259,10.166666666666666,-1.9825056271251376,24533.88888888889,5.672222222222222,1,2,16:15,1_2_16:15
162,162,1010.1444444444444,84.66666666666667,0.0388888888888888,10.22222222222222,-1.9824141031985485,24093.33333333333,5.688888888888889,1,2,16:30,1_2_16:30
163,163,1010.1611111111112,85.16666666666667,0.0416666666666666,10.27777777777778,-2.082322579271959,22810.555555555555,5.716666666666667,1,2,16:45,1_2_16:45
164,164,1010.1444444444444,85.33333333333333,0.0222222222222222,10.333333333333334,-2.160008833123148,23662.222222222223,5.655555555555555,1,2,17:00,1_2_17:00
165,165,1010.1277777777776,85.61111111111111,0.0342592592592592,10.444444444444445,-2.1932506425298914,24259.444444444445,5.76111111111111,1,2,17:15,1_2_17:15
166,166,1010.1333333333334,86.0,0.024074074074074,10.444444444444445,-2.259825785269969,20641.11111111111,5.5,1,2,17:30,1_2_17:30
167,167,1010.15,86.11111111111111,0.0277777777777777,10.38888888888889,-2.3041787057878245,23221.11111111111,5.777777777777778,1,2,17:45,1_2_17:45
168,168,1010.1,86.33333333333333,0.0185185185185185,10.555555555555555,-2.292976070750124,21226.666666666668,5.944444444444445,1,2,18:00,1_2_18:00
169,169,1010.0888888888888,86.27777777777777,0.0222222222222222,10.61111111111111,-2.342884546823534,23257.777777777777,5.527777777777778,1,2,18:15,1_2_18:15
170,170,1010.0888888888888,86.11111111111111,0.0185185185185185,10.444444444444445,-2.3705708006747224,21267.777777777777,5.622222222222223,1,2,18:30,1_2_18:30
171,171,1010.1,86.05555555555556,0.0074074074074074,10.666666666666666,-2.364923721192578,21266.666666666668,5.755555555555556,1,2,18:45,1_2_18:45
172,172,1010.1444444444444,86.0,0.0185185185185185,10.666666666666666,-2.414832197265989,21472.222222222223,5.388888888888889,1,2,19:00,1_2_19:00
173,173,1010.1111111111112,86.05555555555556,0.0111111111111111,10.77777777777778,-2.398074006672733,22536.11111111111,5.361111111111111,1,2,19:15,1_2_19:15
174,174,1010.1222222222224,86.0,0.0203703703703703,10.77777777777778,-2.4146491494128104,22415.555555555555,5.188888888888889,1,2,19:30,1_2_19:30
175,175,1010.1166666666666,86.16666666666667,0.0203703703703703,10.77777777777778,-2.4478909588195545,23326.666666666668,5.35,1,2,19:45,1_2_19:45
176,176,1010.188888888889,86.33333333333333,0.0388888888888888,10.77777777777778,-2.481132768226298,23157.777777777777,5.355555555555555,1,2,20:00,1_2_20:00
177,177,1010.1333333333334,86.38888888888889,0.0416666666666666,10.88888888888889,-2.54215235541082,22091.666666666668,5.388888888888889,1,2,20:15,1_2_20:15
178,178,1010.1,86.55555555555556,0.0351851851851851,10.88888888888889,-2.58094972037312,22985.555555555555,5.155555555555555,1,2,20:30,1_2_20:30
179,179,1010.0666666666668,86.38888888888889,0.0231481481481481,10.77777777777778,-2.6197470853354194,24642.222222222223,5.194444444444445,1,2,20:45,1_2_20:45
180,180,1010.0666666666668,86.44444444444444,0.0314814814814814,10.88888888888889,-2.647433339186608,24243.33333333333,5.088888888888889,1,2,21:00,1_2_21:00
181,181,1010.0277777777778,86.22222222222223,0.0333333333333333,11.0,-2.641786259704463,23555.0,5.027777777777778,1,2,21:15,1_2_21:15
182,182,1010.0555555555557,85.77777777777777,0.0129629629629629,10.77777777777778,-2.6028058468889848,25054.444444444445,5.199999999999999,1,2,21:30,1_2_21:30
183,183,1010.077777777778,85.38888888888889,0.0249999999999999,10.833333333333334,-2.586047656295728,25395.555555555555,4.9,1,2,21:45,1_2_21:45
184,184,1010.0444444444444,85.33333333333333,0.0277777777777777,11.0,-2.602622799035806,26335.555555555555,4.755555555555556,1,2,22:00,1_2_22:00
185,185,1010.0333333333332,85.38888888888889,0.0731481481481481,10.88888888888889,-2.5803090528869945,28686.11111111111,4.85,1,2,22:15,1_2_22:15
186,186,1010.0444444444444,85.33333333333333,0.0351851851851851,10.77777777777778,-2.546884195627072,28970.0,4.7444444444444445,1,2,22:30,1_2_22:30
187,187,1010.0111111111112,85.55555555555556,0.0416666666666666,10.88888888888889,-2.5023482272560384,29092.777777777777,4.977777777777778,1,2,22:45,1_2_22:45
188,188,1009.9777777777776,86.11111111111111,0.0537037037037037,10.88888888888889,-2.524478925551671,26863.33333333333,4.944444444444445,1,2,23:00,1_2_23:00
189,189,1009.9444444444443,86.05555555555556,0.0462962962962962,10.77777777777778,-2.507720734958415,26806.11111111111,5.305555555555555,1,2,23:15,1_2_23:15
190,190,1009.9111111111112,86.11111111111111,0.0,10.77777777777778,-2.5020736554762704,27212.222222222223,4.833333333333333,1,2,23:30,1_2_23:30
191,191,1009.9055555555556,86.16666666666667,0.012037037037037,10.77777777777778,-2.4908710204385702,28730.555555555555,5.072222222222223,1,2,23:45,1_2_23:45
192,192,1006.41,83.9,0.0,9.7,-1.8917015468607823,33673.0,5.65,1,3,00:00,1_3_00:00
193,193,1006.365,83.7,0.0,9.65,-1.866619175326852,31976.0,5.605,1,3,00:15,1_3_00:15
194,194,1006.36,83.8,0.0,9.6,-1.841536803792922,32062.0,5.36,1,3,00:30,1_3_00:30
195,195,1006.335,83.55,0.0,9.6,-1.8664544322589915,35015.5,5.685,1,3,00:45,1_3_00:45
196,196,1006.35,83.6,0.0,9.6,-1.9013720607250608,34029.0,5.52,1,3,01:00,1_3_01:00
197,197,1006.31,83.95,0.0,9.6,-1.9412896891911309,31222.5,5.57,1,3,01:15,1_3_01:15
198,198,1006.25,84.0,0.005,9.6,-1.9412073176572,30749.0,5.65,1,3,01:30,1_3_01:30
199,199,1006.24,83.6,0.0,9.6,-1.9311249461232705,30433.0,5.680000000000001,1,3,01:45,1_3_01:45
200,200,1006.2,83.9,0.0,9.6,-1.9610425745893396,32134.0,5.55,1,3,02:00,1_3_02:00
201,201,1006.135,84.25,0.0,9.55,-1.9959602030554096,28752.0,5.45,1,3,02:15,1_3_02:15
202,202,1006.04,85.7,0.005,9.5,-2.080877831521479,25026.0,5.67,1,3,02:30,1_3_02:30
203,203,1005.96,86.0,0.0,9.5,-2.125795459987548,26320.0,5.82,1,3,02:45,1_3_02:45
204,204,1005.85,86.3,0.0,9.5,-2.1507130884536183,26287.0,5.720000000000001,1,3,03:00,1_3_03:00
